file,qualname,line,expected_test_name,matched_tests,has_test,checked
scripts/python_solver/main.py,CPSATSolver._status_str,101,test_status_str,"[""test_status_str_handles_int_and_string""]",1,0
scripts/python_solver/main.py,CPSATSolver._unwrap_go_payload,251,test_unwrap_go_payload,[],0,0
scripts/python_solver/main.py,CPSATSolver.apply_current_placement_as_hint,559,test_apply_current_placement_as_hint,[],0,0
scripts/python_solver/main.py,CPSATSolver.apply_solution_as_hint,577,test_apply_solution_as_hint,[],0,0
scripts/python_solver/main.py,CPSATSolver.chosen_node_for_pod_solver,794,test_chosen_node_for_pod_solver,[],0,0
scripts/python_solver/main.py,CPSATSolver.gap_str,625,test_gap_str,[],0,0
scripts/python_solver/main.py,CPSATSolver.is_pod_placed_solver,790,test_is_pod_placed_solver,[],0,0
scripts/python_solver/main.py,main,866,test_main,"[""test_main_go_interface_contract_roundtrip"",""test_main_ignores_unknown_fields_in_payload"",""test_main_invalid_json_returns_python_exception"",""test_main_parses_args_and_decimals_disable"",""test_main_quick_exits_only_require_status"",""test_main_runs_test_runner"",""test_main_valid_instance_roundtrip""]",1,0
scripts/python_solver/main.py,CPSATSolver.orig_node,553,test_orig_node,[],0,0
scripts/python_solver/main.py,CPSATSolver.relative_gap,539,test_relative_gap,[],0,0
scripts/python_solver/main.py,CPSATSolver.remaining_wall,534,test_remaining_wall,[],0,0
scripts/python_solver/main.py,CPSATSolver.run_stage,588,test_run_stage,[],0,0
scripts/python_solver/main.py,CPSATSolver.solve,109,test_solve,"[""test_solve_alpha_bracket_failure_raises"",""test_solve_alpha_converges_quickly_with_stubbed_sampling"",""test_solve_alpha_validates_target_mean_ranges""]",1,0
scripts/python_solver/main.py,CPSATSolver.stayed_on_same_node_solver,801,test_stayed_on_same_node_solver,[],0,0
